id,emp1,emp2,type
546,"Bidmarket, Inc.","Bidmarket, Inc.",
547,Bike East Bay,Bike East Bay,
548,Binculuns,Binculuns,
549,Bing Kong Tong,Bing Kong Tong,NULL
550,Bingham McCutoren,Bingham McCutoren,NULL
551,Bio Rad Laboratories,Bio Rad Laboratories,
552,Biolog,Biolog,
553,Bioneers,Bioneers,
554,"BioTime, Inc.","Biotime, Inc.",
555,"BioTime, Inc.","BioTime, Inc.",
556,Birch Street Investments,Birch Street Investments,
557,Bishop O'Dowd High School,Bishop O'Dowd,
558,Bishop O'Dowd High School,Bishop O'Dowd High School,
559,Bitzer Realty,Bitzer Realty,NULL
560,BKF Engineers,BKF Engineers,NULL
561,Black & Veatch Corporation,Black & Veatch Corporation,NULL
562,"Black Diamond Electric, Inc.",Black Diamond,NULL
563,"Black Diamond Electric, Inc.","Black Diamond Electric, Inc.",
564,Black Oak Gallery,Black Oak Gallery,NULL
565,Black Oak Properties,Black Oak Properties,
566,Black Rock,Black Rock,
567,Black Women Organized for Political Action,Black Women Organized for Political Action,
568,"Blackbaud, Inc.","Blackbaud, Inc.",
569,BlackRock,BlackRock,
570,Blake & Thorner,Blake & Thorner,NULL
571,Blake Austin College,Blake Austin College,
572,"Blaylock Robert Van, LLC","Blaylock Robert Van, LLC",
573,Blaze Mobile,Blaze Mobile,NULL
574,Blazestage,Blazestage,NULL
575,"Bledsoe, Cathcart, Diestel, Pedersen & Treppa, LLP","Bledsoe, Cathcart, Diestel, Pedersen & Treppa, LLP",
576,Blue Angel,Blue Angel,
577,Blue Beautifly LLC,Blue Beautifly LLC,
578,Blue Bottle Coffee,Blue Bottle Coffee,
579,Blue Bottle Coffee,BLUE BOTTLE COFFEE COMPANY,
580,Blue Dog Corporation,Blue Dog Corporation,
581,Blue Shield of California,BLUE SHIELD OF CA FOUNDATION,
582,Blue Shield of California,Blue Shield of California,NULL
583,Blue Sky Biofuels,Blue Sky Biofuels,
584,BlueSprout,BlueSprout,NULL
585,"Bluewater Environmental Services, Inc.","Bluewater Environmental Services, Inc.",
586,Blum,Blum,NULL
587,BMWL and Partners,BMWL,
588,BMWL and Partners,BMWL & Partners,
589,BMWL and Partners,BMWL and Partners,NULL
590,Bobby C. Design Studio,Bobby C. Design Studio,
591,Bodega Harbour Properties,Bodega Harbour Properties,NULL
592,Boff Music,Boff Music,
593,BOMA Oakland/East Bay,BOMA Oakland/East Bay,
594,Bombardier Transportation,Bombardier Transportation,NULL
595,Bon Motif,Bon Motif,
596,"Bornstein & Bornstein, LLC","Bornstein & Bornstein, LLC",
597,BOSS,BOSS,
598,Boston Common Asset Management,Boston Common Asset Management,
599,Boston Common Asset Management,Boston Common Asset Managment,
600,Boston Consulting group,Boston Consulting group,NULL
601,Boston Housing Authority,Boston Housing Authority,NULL
602,Boulevard Little People Academy,Boulevard Little People Academy,
603,Boulevard Partners,Boulevard Partners,
604,Bouzos Properties,Bouzos Properties,
605,Bowser for Pleasanton School Board 2014,Bowser for Pleasanton School Board 2014,
606,"Boxer & Gerson, LLP",Boxer & Gerson,NULL
607,"Boxer & Gerson, LLP","Boxer & Gerson, LLP",
608,"Boxer & Gerson, LLP","Boxer Gerson, LLC",
609,"Boyd Hydrogen, LLC","Boyd Hydrogen, LLC",
610,Boyle Burdett,Boyle Burdett,
611,Bp & Associates,Bp & Associates,
612,"Bp Consulting, Llc","Bp Consulting, Llc",
613,Braddock & Logan,Braddock & Logan,NULL
614,Bradley R. Erickson,Bradley R. Erickson,
615,Branagh Development,Branagh Development,
616,Brand Affinity Technologies,Brand Affinity Technologies,NULL
617,Brand Stuff,Brand Stuff,
618,Braun Hagey & Borden LLP,Braun Hagey & Borden LLP,NULL
619,Braun Hagey & Borden LLP,"BraunHagey & Borden, LLP",NULL
620,Breakaway Funding LLC,Breakaway Funding LLC,
621,BreakFree Ministries,BreakFree Ministries,
622,Brenda Roberts for Oakland City Auditor 2014,Brenda Roberts for Oakland City Auditor 2014,
623,Brendalynn Goodall,Brendalynn Goodall,
624,Brian Rothstein,Brian Rothstein,
625,Bricklayers and Allied Craftworkers Local No. 3,Bricklayers and Allied Craftworkers Local No. 3,Union
626,Bridge Housing Corporation,BRIDGE Housing Corporation,NULL
627,Bridge Housing Corporation,Bridge Housing Corporation,NULL
628,Bridge Housing Corporation,Bridge Housing,NULL
629,Bridge the Chasm,Bridge the Chasm,NULL
630,Bridge the Chasm,BRIDGE THE CHASM,
631,Bridges Community Church,Bridges Community Church,
632,Brigantine Sales,Brigantine Sales,NULL
633,Bright Electric,Bright Electric,
634,Bright Line Consulting LLC,Bright Line Consulting LLC,NULL
635,BRIGHTBYTES,BRIGHTBYTES,
636,Brighter Beginnings,Brighter Beginnings,
637,Brightpath Capital Partners LP,Brightpath Capital Partners LP,NULL
638,"BrightSource Energy, Inc.","Brightsource Energy, Inc",
639,"BrightSource Energy, Inc.",Bright Source Energy,
640,"BrightSource Energy, Inc.","BrightSource Energy, Inc.",NULL
641,"Brignole & Ghiri Insurance and Real Estate Service, Inc.","Brignole & Ghiri Insurance and Real Estate Service, Inc.",
642,Brillio,Brillio,
643,Brioxy Inc,Brioxy Inc,
644,Bristlecone,Bristlecone,
645,Bristol-Myers Squibb,Bristol-Myers Squibb,
646,"Broadline Medical, Inc","Broadline Medical, Inc",
647,"Broadline Medical, Inc.",Broadline Medical,NULL
648,"Broadline Medical, Inc.","Broadline Medical, Inc.",
649,Broadway Management,Broadway Management,
650,Broadway Mechanical,Broadway Mechanical,NULL
651,Broadway Motel,Broadway Motel,
652,Brokstein & Rosen CPAs,Brokstein & Rosen CPAs,NULL
653,Bronner Group,Bronner Group,
654,"Brooker & Co., CPAs","Brooker & Co., CPAs",
655,Brown and Caldwell,Brown and Caldwell,
656,Bruce Auld,Bruce Auld,
657,Bruce B Lawrence MD,Bruce B Lawrence MD,NULL
658,Bruce Beasley,Bruce Beasley,NULL
659,Bruce Lawrence MD Inc.,Bruce Lawrence MD Inc.,
660,Bruce Quan Jr. and Jane Z Quan Family Trust,Bruce Quan Jr. and Jane Z Quan Family Trust,
661,Bryan Cave Llp,Bryan Cave Llp,
662,Bryan Parker for Mayor,Bryan Parker for Mayor,
663,BRYAN PARKER FOR OAKLAND MAYOR 2014,BRYAN PARKER FOR OAKLAND MAYOR 2014,
664,"Bryant and Brown, LLP","Bryant and Brown, LLP",
665,Bryson & Associates,Bryson & Associates,
666,BTC,BTC,
667,Budget Inn,Budget Inn,
668,BUILD,BUILD,NULL
669,"Buresh, Kaplan, Feller and Chang","Buresh, Kaplan, Feller and Chang",
670,"Burke, Williams and Sorenson","Burke, Williams & Sorensen, LLP",
671,"Burke, Williams and Sorenson",Burke Williams,NULL
672,"Burke, Williams and Sorenson","Burke, Williams&Sorensen, LLP",NULL
673,"Burke, Williams and Sorenson","Burke, Williams and Sorenson",NULL
674,Burnham Brown,Burnham Brown,NULL
675,Burton Ching Ltd,Burton Ching Ltd,
676,Burton Law Firm,Burton Law Firm,NULL
677,Business Forward,Business Forward,
678,"Business, Professions and Consumer Protection Committee","Business, Professions and Consumer Protection Committee",
679,Buttrick Wong Architect,Buttrick Wong Architect,
680,Buty & Curkliano LLP,Buty & Curkliano LLP,
681,C. Guinn Design and Construction,C. Guinn Design and Construction,NULL
682,C.A. Jackson,C.A. Jackson,
683,C&S Companies,C&S Companies,
684,Cabi,Cabi,
685,Cabinets & Beyond Design Studio,Cabinets & Beyond Design Studio,
686,"Cabs, Incorporated",CABS Inc.,
687,"Cabs, Incorporated","Cabs, Inc.",
688,"Cabs, Incorporated","Cabs, Incorporated",
689,"CAC Real Estate Mangement Co., Inc.","CAC Real Estate Mangement Co., Inc.",
690,CAD Cloud Systems,CAD Cloud Systems,NULL
691,Cafe Dejena,Cafe Dejena,
692,"Cahill Contractors, Inc","Cahill Contractors, Inc",
693,Cal Poly Pomona,Cal Poly Pomona,NULL
694,Cal State,Cal State,NULL
695,CAL-C.A.D.E. Construction Inc.,CAL-C.A.D.E. Construction Inc.,
696,Calbiotech,Calbiotech,
697,Caldecott Properties,Caldecott Properties,
698,Caldwell Banker,Caldwell Banker,
699,Caldwell Snyder Gallery,Caldwell Snyder Gallery,
700,"Caldwell, Flores, Winters Inc.","Caldwell Flores Winters, Inc",
701,"Caldwell, Flores, Winters Inc.",Caldwell Flores Winters Inc.,
702,"Caldwell, Flores, Winters Inc.","Caldwell Flores Winters, Inc.",
703,"Caldwell, Flores, Winters Inc.","Caldwell, Flores, Winters Inc.",NULL
704,CalHFA - State of CA,CalHFA - State of CA,
705,CALIBER SCHOOLS,CALIBER SCHOOLS,
706,Calif Wind Energy Assn,Calif Wind Energy Assn,NULL
707,Califormia Resources and Training,Califormia Resources and Training,NULL
708,California Air Resources Board,CA AIR RESOURCES BOARD,
709,California Alliance for Jobs,CA Alliance for Jobs,NULL
710,California Association of Child and Family Services,CA Association of Child and Family Services,
711,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION POLITICAL ACTION COMMITTEE (IMPAC),CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION POLITICAL ACTION COMMITTEE (IMPAC),PAC
712,California Attorney General's Office,CA Attorney General's Office,
713,California Bank Of Commerce,California Bank Of Commerce,
714,California Bicycle Coalition,California Bicycle Coalition,
715,California Cannabis Industry Association,California Cannabis Industry Association,
716,"California Canoe & Kayak, Inc.","California Canoe & Kayak, Inc.",
717,California Capital & Investment Group-independent contractor,California Capital & Investment Group-independent contractor,
718,California Capital Investment,California Capital Investment,
719,California Center For Sleep Disorder,California Center For Sleep Disorder,NULL
720,California Center For Sleep Disorder,California Center for Sleep Disorder,NULL
721,California Center for Sustainable Energy,California Center for Sustainable Energy,
722,California Charter Schools Association,California Charter Schools Association,NULL
723,California Charter Schools Association,CALIFORNIA CHARTER SCHOOLS ASSOCIATION,
724,California Climate & Agriculture Network,California Climate & Agriculture Network,NULL
725,California College of the Arts,California College of the Arts,
726,California Commercial and Investment Group,California Commercial Investments,NULL
727,California Commercial and Investment Group,California Commercial and Investment Group,NULL
728,California Department of Justice,cal. dept. justice,
729,California Department of Justice,Calif. Dept. Justice,NULL
730,California Department of Justice,California Department of Justice,NULL
731,California Deptartment of Insurance,Calif. Dept. of Insurance,
732,CALIFORNIA EDUCATION PARTNERS,CALIFORNIA EDUCATION PARTNERS,
733,California Emergency Physicians,California Emergency Physicians,NULL
734,California Environmental Protection Agency,CA Environmental Protection Agency,NULL
735,California Environmental Protection Agency,California Environmental Protection Agency,
736,California Environmental Protection Agency,California EPA,NULL
737,California Environmental Protection Agency,State Of Calif EPA,NULL
738,California Federation of Teachers,California Federation of Teachers,Union
739,California Federation of Teachers,California Federation of Teachers COPE Prop/Ballot Committee,Union
740,California Healthcare Foundation,California HealthCare Foundation,
741,California Healthcare Foundation,California Healthcare Foundation,
742,California Housing Finance,CA Housing Finance,NULL
743,California Housing Partnership,California Housing Partnership,
744,California Labor Federation,California Labor Federation,Union
745,California League of Conservation Voters,CA League of Conservation Voters,
746,California League of Conservation Voters,California League of Conservation Voters,NULL
747,"California Legislature Senator Mark DeSaulnier, 7th District","California Legislature Senator Mark DeSaulnier, 7th District",NULL
748,California Lutheran University,California Lutheran University,NULL
749,California Maritime Academy,CA Maritime Academy,NULL
750,California Maritime Lawyers,California Maritime Lawyers,NULL
751,California Medical Association,California Medical Association,Union
752,California Metals Coalition,California Metals Coalition,NULL
753,California Metals Coalition PAC,California Metals Coalition PAC,PAC
754,California Natural Gas Vehicle Coalition,CA Natural Gas Vehicle Coalition,NULL
755,California Nurses Assoc. PAC,California Nurses Assoc. PAC,Union
756,California Nurses Association,California Nurses Association,Union
757,California Nurses Association PAC,California Nurses Association PAC,
758,California Ocean Protection Council,California Ocean Protection Council,
759,California Physicians Service,California Physicians Service,NULL
760,California Public Utilities Commission,California Public Utilities Commission,
761,California Real Estate Political Action Committee,California Real Estate Political Action Committee,
762,California Retaining Walls,California Retaining Walls,NULL
763,California School Board Association,CA School Board Association,
764,California School Boards Assocation,California School Boards Assocation,
765,California Solar Energy Industries Association,California Solar Energy Industries Association,NULL
766,California State Assembly,CA State Assembly,NULL
767,California State Assembly,California State Assembly,NULL
768,California State Automobile Association Insurance Exchange,California State Automobile Association Insurance Exchange,NULL
769,California State Coastal Conservancy,CA State Coastal Conservancy,NULL
770,California State Council of Service Employees,California State Council of Service Employees Issues Committee,Union
771,California State Council of Service Employees,California State Council of Service Employees Political Committee,Union
772,California State Senate,Ca State Senate,
773,California State Senate,Ca state senate,NULL
774,California State Senate,California State Senate,
775,"California State Univeristy, Sacramento","California State Univeristy, Sacramento",NULL
776,"California State Univeristy, Sacramento",CSU Sacramento,
777,California State University East Bay,"Cal State University, East Bay",
778,California State University East Bay,California State University East Bay,
779,California State University East Bay,CSU East Bay,NULL
780,California Supreme Court,California Supreme Court,NULL
781,California Tax Solutions,California Tax Solutions,
782,California Teacher's Association,California Teacher's Association,Union
783,California Teacher's Association,California Teachers Association,Union
784,California Teamsters Public Affairs Council Public Affairs Fund,California Teamsters Public Affairs Council Public Affairs Fund,Union
785,California Teamsters Public Affairs Council Public Affairs Fund,"California Teamsters Public Affairs Council, Public Affairs",Union
786,"California Waste Solutions, Inc","California Waste Solutions, Inc",
787,California Women Lead,California Women Lead,
788,Californians against Waste,Californians against Waste,NULL
789,Califrance Corp.,Califrance Corp.,
790,Callahan Piano Service,Callahan Piano Service,NULL
791,Calliope Consulting,Calliope Consulting,
792,CallSocket,CallSocket,NULL
793,Calpine Corporation,Calpine Corporation,
794,Caltrans,Caltrans,
795,Calvo Fisher Jacob,Calvo Fisher Jacob,
796,CamberView Partners,CamberView Partners,NULL
797,CAMBERVIEW PARTNERS,CAMBERVIEW PARTNERS,
798,Cambridge Strategy Group,Cambridge Strategy Group,NULL
799,Cambridge Terrace Associates,Cambridge Terrace Associates,
800,Camejo Group,Camejo Group,
801,Camoll Burdick,Camoll Burdick,
802,CAMP PHOENIX,CAMP PHOENIX,
803,Campaign for Community Change,Campaign for Community Change,NULL
804,Campaign for Equality,Campaign for Equality,
805,"Campaign Team, Inc.","Campaign Team, Inc.",
806,Campbell Union School District,Campbell Union School District,
807,Campbell/Harris Security Equipment Company,Campbell/Harris Security Equipment Company,
808,Campus,Campus,
809,Candidate,Candidate,
810,Canon,Canon,
811,Cap Watch Asset Management,Cap Watch Asset Management,
812,Capcom USA Inc.,Capcom USA Inc.,
813,Capgemini,Capgemini,
814,CAPIP,CAPIP,
815,Capital Credit Alliance,Capital Credit Alliance,NULL
816,Capital Impact Partners,Capital Impact Partners,
817,Capital Projects,Capital Projects,NULL
818,Capital Properties,Capital Properties,
819,Capital Realty Group,Capital Realty Group,
820,"Capital Stone Group, LLC",Capital Stone Group LLC,
821,"Capital Stone Group, LLC","Capital Stone Group, LLC",
822,Capitol Services,Capitol Services,NULL
823,Capri Motel,Capri Motel,
824,Car Wash 3655 Santa Clara LLC,Car Wash 3655 Santa Clara LLC,
825,Cardiel Luna,Cardiel Luna,
826,Cardozo Law Schoool,Cardozo Law Schoool,NULL
827,Career Ladders Project,Career Ladders Project,
828,Career Steps,Career Steps,
829,Career Transition Management,Career Transition Management,
830,Career Transition Management,Career transition management,
831,Carefusion,Carefusion,NULL
832,Careplus Chiropractic Health,Careplus Chiropractic Health,NULL
833,Carmichael Salon,Carmichael Salon,
834,Carol Bernau,Carol Bernau,
835,Carol H Williams Ad Agency,Carol H Williams Ad Agency,NULL
836,Carole Migden For DCCC 2012,Carole Migden For DCCC 2012,
837,Carolyn Mason,Carolyn Mason,
838,Carolyn Reuben,Carolyn Reuben,
839,Carolyn Reuben LAC,Carolyn Reuben LAC,NULL
840,"Carpet, Linoleum & Soft Tile Workers Local Union 12","Carpet, Linoleum & Soft Tile Workers Local Union 12",Union
841,"Carrick Capital Partners, LLC","Carrick Capital Partners, LLC",NULL
842,Carrie Dove Catering,Carrie Dove Catering,NULL
843,Carter Phillips LLC,Carter Phillips LLC,
844,CASA de Maryland,CASA de Maryland,
845,Cashman Real Estate Development Services,Cashman Real Estate Development Services,NULL
846,"CASS, Inc.","CASS, Inc",
847,"CASS, Inc.",CASS,NULL
848,"CASS, Inc.",CASS INC,
849,"CASS, Inc.","CASS, Inc.",
850,Cassidy For Mayor 2010,Cassidy For Mayor 2010,
851,Cassidy Turley,Cassidy Turley,
852,CASTLE IN THE AIR,CASTLE IN THE AIR,
853,Castro Valley Unified School District,Castro Valley Unified School District,
854,"Catan, Inc.","Catan, Inc.",
855,Catchword,Catchword,
856,"Cater Communications, Inc",Cater Communications,NULL
857,"Cater Communications, Inc","Cater Communications, Inc",
858,Caterpillar Inc.,Caterpillar Inc.,
859,Catholic Charities Newark,Catholic Charities Newark,
860,Causa Justa :: Just Cause,CAUSA JUSTA - JUST CAUSE,
861,Causa Justa :: Just Cause,Causa Justa :: Just Cause,
862,CB12,CB12,
863,CBRE Group,CBRE,NULL
864,CBRE Group,CBRE Group,NULL
